location,historical_name,layer,anchor_kind,culture,source,confidence,decision,audit_flags,note
thoire,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
thouars,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
thun,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tidah,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tiffech,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tijis,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tineo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tinnis,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tirana,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tire,Thyaira,reviewed_identity,roman_identity,antq_ionian,PLE:599981;PLN:599981/thyaira;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 599981; AD 1 name resource 599981/thyaira.
tivoli,Tibur,reviewed_direct,curated,antq_latin,BAT-LATIUM,secure,reviewed_override,,Direct ancient Tibur label at the installed Tivoli city field; replaces the distant Montelibretti adapter.
tmimi,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tobruk,Antipyrgos,reviewed_direct,curated,antq_latin,PLE:716525,secure,reviewed_override,,Pleiades direct Antipyrgos settlement point at 32.07646 23.96137
todi,Tuder,reviewed_identity,roman_identity,antq_oscan_umbrian,PLE:413354;PLN:413354/tuder;R2,tier2,reviewed_override,,Pleiades explicitly associates place 413354 with this modern field; AD 1 name resource 413354/tuder.
toggenburg,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
toledo,Toletum,reviewed_direct,curated,antq_latin,PLE,secure,reviewed_override,,Direct Roman-period city form for the installed Toledo location
tolmezzo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tolmin,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tolosa,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tomar,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tomelloso,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tonnerre,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tordesillas,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
toro,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
torralba,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
torres_novas,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
torres_vedras,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tortoli,Sulcis,reviewed_identity,roman_identity,antq_nuragic,PLE:472025;PLN:472025/sulcis;R2,tier2,reviewed_override,,Pleiades explicitly associates place 472025 with this modern field; AD 1 name resource 472025/sulcis.
tortona,Dertona,reviewed_direct,curated,antq_cisalpine_gallic,BAT-ITALY,secure,reviewed_override,,Direct ancient Dertona label at the installed Tortona city field; replaces the distinct Libarna adapter.
tortosa,Dertosa,reviewed_direct,curated,antq_latin,PLE,secure,reviewed_override,,Direct Roman-period city form for the installed Tortosa location
tosse,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tosya,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
toul,Tullum,reviewed_identity,roman_identity,antq_mediomatrician,PLE:109396;PLN:109396/tullum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 109396; AD 1 name resource 109396/tullum.
toulon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
toulouse,Tolosa,reviewed_direct,curated,antq_latin,PLE:246694,secure,reviewed_override,,Pleiades exact Tolosa settlement point at 43.60417 1.44325; reviewed against the installed Toulouse location
tour_auvergne,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tournai,Turnacum,reviewed_direct,curated,antq_belgic,PLE:109398;BAT-GAUL,secure,reviewed_override,,Direct ancient Turnacum label at the installed Tournai city field; promotes the exact record above the wide proximity layer.
tournon,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tours,Caesarodunum,reviewed_identity,roman_identity,antq_turonian,PLE:138255;PLN:138255/caesarodunum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 138255; AD 1 name resource 138255/caesarodunum.
tozeur,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
trancoso,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
trapani,Drepanum,reviewed_identity,roman_identity,antq_greek_koine,PLE:462187;PLN:462187/drepanum;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 462187; AD 1 name resource 462187/drepanum.
tratalias,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
trebinje,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
trebizond,Trapezus,reviewed_direct,curated,antq_chalybian,PLE:857359,secure,reviewed_override,,Direct Trapezus settlement point at the installed Trebizond coastal city proxy.
treguier,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
trento,Tridentum,reviewed_direct,curated,antq_latin,PLE:383804,secure,reviewed_override,,Pleiades exact ancient city point at 46.06677 11.11914; standard Latin display form retained for the installed Trento location
tresivio,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
treviglio,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
treviso,Tarvisium,reviewed_direct,curated,antq_latin,PLE:393503,secure,reviewed_override,,Pleiades exact Tarvisium settlement point at 45.66625 12.24206; reviewed against the installed Treviso location
trevoux,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
trgoviste_SER,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
trieste,Tergeste,reviewed_direct,curated,antq_latin,PLE:187578,secure,reviewed_override,,Pleiades exact Tergeste city point at 45.64915 13.77170; reviewed against the installed Trieste location
trikala,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tripoli,Oea,reviewed_direct,curated,antq_latin,PLE;P8.1,secure,reviewed_override,,Secure ancient and Roman-period city form at the direct Tripoli match.
tripolitsa,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
trivento,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
troyes,Augustobona,reviewed_direct,curated,antq_belgic,PLE:108775;BAT-GAUL,secure,reviewed_override,,Direct ancient Augustobona label at the installed Troyes city field; promotes the exact record above the wide proximity layer.
trujillo,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tryavna,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tsaribrod,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tudela,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tulcea,Aegyssus,reviewed_direct,curated,antq_thracian,PLE:216694,secure,reviewed_override,,Direct Aegyssus settlement point at the installed Tulcea delta-city proxy.
tulle,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tulln,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tunis,Carthago,reviewed_direct,curated,antq_latin,PLE:314921,secure,reviewed_override,,Pleiades direct Carthago settlement and port point at 36.85306 10.32306
turenne,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
turgut,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
turin,Augusta Taurinorum,reviewed_direct,curated,antq_latin,PLE:383580,secure,reviewed_override,,Pleiades exact Augusta Taurinorum city point at 45.07178 7.68600; reviewed against the installed Turin location
tutrakan,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tuy,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
tyrnavos,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ubeda,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ucles,Ocules,reviewed_identity,roman_identity,antq_celtiberian,PLE:265983;PLN:265983/ocules;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 265983; AD 1 name resource 265983/ocules.
udine,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
uluborlu,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ulus,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
unye,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
urbino,Urvinum Mataurense,reviewed_identity,roman_identity,antq_cisalpine_gallic,PLE:413366;PLN:413366/urvinum-mataurense;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 413366; AD 1 name resource 413366/urvinum-mataurense.
urla,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
usak,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ushmum_tannah,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
uskudar,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ussel,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
ustikolina,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
uzes,Ucetia,reviewed_identity,roman_identity,antq_volcan_arecomican,PLE:148222;PLN:148222/ucetia;R2,tier2,reviewed_override,,Reviewed modern-field identity for Pleiades place 148222; AD 1 name resource 148222/ucetia.
uzice,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
valderrobres,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
valenca,,vanilla_passthrough,,,,,vanilla_passthrough,insufficient_secure_identity,No sufficiently secure AD 1 identity; EU5 vanilla localization retained.
