advance,name,age,depth,track,profile,scope,role,modifier,stacking_family,engine_category,unit,ui_decimals,script_value,display_value,representative_baseline_impact,vanilla_advance_min,vanilla_advance_max,modifier_definition,historical_source
antq_hellenistic_law_foundations_1,Eastern Mediterranean Civic-Royal Legal Foundations 1,age_1_traditions,0,statecraft,law_hellenistic,law_hellenistic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P8.4;P11;P13;OCD
antq_hellenistic_law_foundations_2,Eastern Mediterranean Civic-Royal Legal Foundations 2,age_1_traditions,0,statecraft,law_hellenistic,law_hellenistic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P8.4;P11;P13;OCD
antq_indic_law_foundations_1,Indic Legal Foundations 1,age_1_traditions,0,statecraft,law_indic,law_indic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P11;P13;CAH-XI
antq_indic_law_foundations_2,Indic Legal Foundations 2,age_1_traditions,0,statecraft,law_indic,law_indic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.4;P11;P13;CAH-XI
antq_iranian_law_foundations_1,Arsacid-Iranian Legal Foundations 1,age_1_traditions,0,statecraft,law_iranian,law_iranian,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P11;P13;CAH-XI;OCD
antq_iranian_law_foundations_2,Arsacid-Iranian Legal Foundations 2,age_1_traditions,0,statecraft,law_iranian,law_iranian,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P11;P13;CAH-XI;OCD
antq_northern_law_foundations_1,Northern Forest-and-River Legal Foundations 1,age_1_traditions,0,statecraft,law_northern,law_northern,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P11;P13;ENC-NEEU
antq_northern_law_foundations_2,Northern Forest-and-River Legal Foundations 2,age_1_traditions,0,statecraft,law_northern,law_northern,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P11;P13;ENC-NEEU
antq_roman_law_foundations_1,Roman Imperial Legal Foundations 1,age_1_traditions,0,statecraft,law_roman,law_roman,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P11;P13;OCD
antq_roman_law_foundations_2,Roman Imperial Legal Foundations 2,age_1_traditions,0,statecraft,law_roman,law_roman,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P11;P13;OCD
antq_steppe_law_foundations_1,Inner Asian Confederation Legal Foundations 1,age_1_traditions,0,statecraft,law_steppe,law_steppe,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P11;P13;CAH-XI
antq_steppe_law_foundations_2,Inner Asian Confederation Legal Foundations 2,age_1_traditions,0,statecraft,law_steppe,law_steppe,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P11;P13;CAH-XI
antq_transoceanic_law_foundations_1,American-and-Oceanian Community Legal Foundations 1,age_1_traditions,0,statecraft,law_transoceanic,law_transoceanic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.8;P11;P13
antq_transoceanic_law_foundations_2,American-and-Oceanian Community Legal Foundations 2,age_1_traditions,0,statecraft,law_transoceanic,law_transoceanic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.8;P11;P13
antq_identity_rom_augustan_provincial_correspondence,Roman: Augustan Provincial Correspondence,age_1_traditions,1,statecraft,roman_italic,tags:XAA,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;CAH-XII
antq_identity_rom_aerarium_and_fiscus_accounts,Roman: Aerarium and Fiscus Accounts,age_1_traditions,2,statecraft,roman_italic,tags:XAA,minor,global_monthly_control,global_monthly_control,country,percent,2,0.001,0.10%,100 reference units -> 100.10,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;CAH-XII
antq_identity_rom_cursus_publicus_dispatches,Roman: Cursus Publicus Dispatches,age_1_traditions,3,statecraft,roman_italic,tags:XAA,standard,army_logistics_distance_modifier,army_logistics_distance_modifier,unit,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;CAH-XII
antq_identity_rom_legionary_vexillation_doctrine,Roman: Legionary Vexillation Doctrine,age_3_discovery,1,warfare,roman_italic,tags:XAA,standard,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;CAH-XII
antq_identity_rom_danubian_fleet_logistics,Roman: Danubian Fleet Logistics,age_3_discovery,2,warfare,roman_italic,tags:XAA,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;CAH-XII
antq_identity_rom_imperial_armoury_standards,Roman: Imperial Armoury Standards,age_3_discovery,3,warfare,roman_italic,tags:XAA,major,army_logistics_distance_modifier,army_logistics_distance_modifier,unit,percent,2,0.075,7.50%,100 reference units -> 107.50,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;CAH-XII
antq_identity_rom_diocletianic_provincial_dioceses,Roman: Diocletianic Provincial Dioceses,age_5_absolutism,1,statecraft,roman_italic,tags:XAA,major,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;CAH-XII
antq_identity_rom_notitia_command_registers,Roman: Notitia Command Registers,age_5_absolutism,2,statecraft,roman_italic,tags:XAA,major,global_monthly_control,global_monthly_control,country,percent,2,0.003,0.30%,100 reference units -> 100.30,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;CAH-XII
antq_identity_rom_western_prefectural_administration,Roman: Western Prefectural Administration,age_5_absolutism,3,statecraft,roman_italic,tags:XAA,capstone,army_logistics_distance_modifier,army_logistics_distance_modifier,unit,percent,2,0.10,10.00%,100 reference units -> 110.00,0.05,0.25,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.1;P15;CAH-XI;CAH-XII
antq_identity_han_commandery_merit_registers,Han: Commandery Merit Registers,age_1_traditions,1,statecraft,han_east_asian,tags:XAR,minor,research_speed_modifier,research_speed_modifier,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XI;CAH-XII
antq_identity_han_salt_and_iron_memorials,Han: Salt and Iron Memorials,age_1_traditions,2,statecraft,han_east_asian,tags:XAR,minor,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.01,0.01%,0 -> +0.01% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XI;CAH-XII
antq_identity_han_imperial_courier_tallies,Han: Imperial Courier Tallies,age_1_traditions,3,statecraft,han_east_asian,tags:XAR,standard,global_manpower_modifier,global_manpower_modifier,country,percent,2,0.025,2.50%,100 reference units -> 102.50,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XI;CAH-XII
antq_identity_han_taixue_classics_curriculum,Han: Taixue Classics Curriculum,age_3_discovery,1,learning,han_east_asian,tags:XAR,standard,research_speed_modifier,research_speed_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XI;CAH-XII
antq_identity_han_court_astronomers_bureau,Han: Court Astronomers' Bureau,age_3_discovery,2,learning,han_east_asian,tags:XAR,standard,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.02,0.02%,0 -> +0.02% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XI;CAH-XII
antq_identity_han_paper_archive_offices,Han: Paper Archive Offices,age_3_discovery,3,learning,han_east_asian,tags:XAR,major,global_manpower_modifier,global_manpower_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XI;CAH-XII
antq_identity_han_tuntian_military_settlements,Han: Tuntian Military Settlements,age_5_absolutism,1,warfare,han_east_asian,tags:XAR,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XI;CAH-XII
antq_identity_han_northern_garrison_granaries,Han: Northern Garrison Granaries,age_5_absolutism,2,warfare,han_east_asian,tags:XAR,major,global_monthly_literacy,global_monthly_literacy,country,already_percent,2,0.03,0.03%,0 -> +0.03% per month,0.01,0.02,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XI;CAH-XII
antq_identity_han_three_kingdoms_field_manuals,Han: Three Kingdoms Field Manuals,age_5_absolutism,3,warfare,han_east_asian,tags:XAR,capstone,global_manpower_modifier,global_manpower_modifier,country,percent,2,0.075,7.50%,100 reference units -> 107.50,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.3;P15;CAH-XI;CAH-XII
antq_identity_par_arsacid_remount_estates,Parthian: Arsacid Remount Estates,age_1_traditions,1,warfare,iranian,tags:XAH,minor,army_maintenance_efficiency,army_maintenance_efficiency,unit,percent,2,0.01,1.00%,100 reference units -> 101.00,0.10,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_identity_par_parthian_shot_rotations,Parthian: Parthian Shot Rotations,age_1_traditions,2,warfare,iranian,tags:XAH,minor,land_morale_modifier,land_morale_modifier,unit,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_identity_par_noble_cataphract_reserves,Parthian: Noble Cataphract Reserves,age_1_traditions,3,warfare,iranian,tags:XAH,standard,trade_range_modifier,trade_range_modifier,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_identity_par_ctesiphon_caravan_customs,Parthian: Ctesiphon Caravan Customs,age_3_discovery,1,exchange,iranian,tags:XAH,standard,army_maintenance_efficiency,army_maintenance_efficiency,unit,percent,2,0.02,2.00%,100 reference units -> 102.00,0.10,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_identity_par_caspian_gate_convoys,Parthian: Caspian Gate Convoys,age_3_discovery,2,exchange,iranian,tags:XAH,standard,land_morale_modifier,land_morale_modifier,unit,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_identity_par_drachm_mint_assays,Parthian: Drachm Mint Assays,age_3_discovery,3,exchange,iranian,tags:XAH,major,trade_range_modifier,trade_range_modifier,country,percent,2,0.075,7.50%,100 reference units -> 107.50,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_identity_par_great_house_hostages,Parthian: Great House Hostages,age_5_absolutism,1,statecraft,iranian,tags:XAH,major,army_maintenance_efficiency,army_maintenance_efficiency,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.10,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_identity_par_satrapal_royal_judges,Parthian: Satrapal Royal Judges,age_5_absolutism,2,statecraft,iranian,tags:XAH,major,land_morale_modifier,land_morale_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_identity_par_king_of_kings_chancery,Parthian: King of Kings Chancery,age_5_absolutism,3,statecraft,iranian,tags:XAH,capstone,trade_range_modifier,trade_range_modifier,country,percent,2,0.10,10.00%,100 reference units -> 110.00,0.10,0.50,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;CAH-XII
antq_identity_arm_nakharar_service_compacts,Armenian: Nakharar Service Compacts,age_1_traditions,1,statecraft,iranian,tags:XAO,minor,global_monthly_control,global_monthly_control,country,percent,2,0.001,0.10%,100 reference units -> 100.10,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;OCD-ARM
antq_identity_arm_artaxiad_highland_courts,Armenian: Artaxiad Highland Courts,age_1_traditions,2,statecraft,iranian,tags:XAO,minor,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;OCD-ARM
antq_identity_arm_armenian_pass_toll_registers,Armenian: Armenian Pass Toll Registers,age_1_traditions,3,statecraft,iranian,tags:XAO,standard,research_speed_modifier,research_speed_modifier,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;OCD-ARM
antq_identity_arm_ayrudzi_noble_musters,Armenian: Ayrudzi Noble Musters,age_3_discovery,1,warfare,iranian,tags:XAO,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;OCD-ARM
antq_identity_arm_caucasus_beacon_chains,Armenian: Caucasus Beacon Chains,age_3_discovery,2,warfare,iranian,tags:XAO,standard,levy_recovery_modifier,levy_recovery_modifier,unit,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.10,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;OCD-ARM
antq_identity_arm_mountain_fortress_magazines,Armenian: Mountain Fortress Magazines,age_3_discovery,3,warfare,iranian,tags:XAO,major,research_speed_modifier,research_speed_modifier,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.025,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;OCD-ARM
antq_identity_arm_armenian_scriptoria,Armenian: Armenian Scriptoria,age_5_absolutism,1,learning,iranian,tags:XAO,major,global_monthly_control,global_monthly_control,country,percent,2,0.003,0.30%,100 reference units -> 100.30,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.2;P15;CAH-XI;OCD-ARM
