tag,name,tier,kind,age,age_years,visible_cards,visible_total_points,visible_mean_points,visible_min_points,visible_max_points,opening_eligible_cards,opening_eligible_min_points,opening_eligible_max_points,status
SUE,Suebi,2,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SUE,Suebi,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SUG,Kara-Abyz Culture,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
SUG,Kara-Abyz Culture,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
SUG,Kara-Abyz Culture,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
SUG,Kara-Abyz Culture,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
SUG,Kara-Abyz Culture,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
SUG,Kara-Abyz Culture,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
SUI,Suiones,1,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
SUI,Suiones,1,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
SUI,Suiones,1,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
SUI,Suiones,1,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SUI,Suiones,1,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
SUI,Suiones,1,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
SVA,Soanes,2,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
SVA,Soanes,2,country,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
SVA,Soanes,2,country,age_3_discovery,92,36,7400.00,205.56,175.00,225.00,0,,,pass
SVA,Soanes,2,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
SVA,Soanes,2,country,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
SVA,Soanes,2,country,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
TAE,Taexali,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
TAE,Taexali,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
TAE,Taexali,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
TAE,Taexali,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
TAE,Taexali,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
TAE,Taexali,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
TEO,Teotihuacan,3,country,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,13,100.00,125.00,pass
TEO,Teotihuacan,3,country,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
TEO,Teotihuacan,3,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
TEO,Teotihuacan,3,country,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
TEO,Teotihuacan,3,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
TEO,Teotihuacan,3,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
TGD,Tsna-Upper Don Gorodets Horizon,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
TGD,Tsna-Upper Don Gorodets Horizon,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
TGD,Tsna-Upper Don Gorodets Horizon,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
TGD,Tsna-Upper Don Gorodets Horizon,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
TGD,Tsna-Upper Don Gorodets Horizon,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
TGD,Tsna-Upper Don Gorodets Horizon,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
THM,Thamud,2,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
THM,Thamud,2,sop,age_2_renaissance,96,36,5587.50,155.21,125.00,175.00,0,,,pass
THM,Thamud,2,sop,age_3_discovery,92,36,7400.00,205.56,175.00,225.00,0,,,pass
THM,Thamud,2,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
THM,Thamud,2,sop,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
THM,Thamud,2,sop,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
THR,Odrysian Thrace,1,subject,age_1_traditions,95,35,3487.50,99.64,75.00,125.00,14,87.50,125.00,pass
THR,Odrysian Thrace,1,subject,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
THR,Odrysian Thrace,1,subject,age_3_discovery,92,39,8000.00,205.13,175.00,225.00,0,,,pass
THR,Odrysian Thrace,1,subject,age_4_reformation,92,36,9200.00,255.56,225.00,275.00,0,,,pass
THR,Odrysian Thrace,1,subject,age_5_absolutism,19,17,5200.00,305.88,275.00,325.00,0,,,pass
THR,Odrysian Thrace,1,subject,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
TIW,Early Tiwanaku,3,country,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,13,100.00,125.00,pass
TIW,Early Tiwanaku,3,country,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
TIW,Early Tiwanaku,3,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
TIW,Early Tiwanaku,3,country,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
TIW,Early Tiwanaku,3,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
TIW,Early Tiwanaku,3,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
TJC,Central Jalisco Teuchitlan Networks,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
TJC,Central Jalisco Teuchitlan Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
TJC,Central Jalisco Teuchitlan Networks,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
TJC,Central Jalisco Teuchitlan Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
TJC,Central Jalisco Teuchitlan Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
TJC,Central Jalisco Teuchitlan Networks,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
TKW,Tokai Wa,3,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
TKW,Tokai Wa,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
TKW,Tokai Wa,3,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
TKW,Tokai Wa,3,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
TKW,Tokai Wa,3,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
TKW,Tokai Wa,3,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
TND,Tondai-Kanchi Polity,2,country,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,16,112.50,125.00,pass
TND,Tondai-Kanchi Polity,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
TND,Tondai-Kanchi Polity,2,country,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
TND,Tondai-Kanchi Polity,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
TND,Tondai-Kanchi Polity,2,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
TND,Tondai-Kanchi Polity,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
TON,Tonga-Samoa-Fiji,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
TON,Tonga-Samoa-Fiji,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
TON,Tonga-Samoa-Fiji,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
TON,Tonga-Samoa-Fiji,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
TON,Tonga-Samoa-Fiji,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
TON,Tonga-Samoa-Fiji,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
TPC,Tamtoc-Panuco,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
TPC,Tamtoc-Panuco,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
TPC,Tamtoc-Panuco,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
TPC,Tamtoc-Panuco,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
TPC,Tamtoc-Panuco,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
TPC,Tamtoc-Panuco,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
TRI,Trinovantes,1,country,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,15,112.50,125.00,pass
TRI,Trinovantes,1,country,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
TRI,Trinovantes,1,country,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
TRI,Trinovantes,1,country,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
TRI,Trinovantes,1,country,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
TRI,Trinovantes,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
TSG,Western Tsang Valley Network,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
TSG,Western Tsang Valley Network,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
TSG,Western Tsang Valley Network,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
TSG,Western Tsang Valley Network,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
TSG,Western Tsang Valley Network,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
TSG,Western Tsang Valley Network,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
TUR,Turfan,1,subject,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,18,112.50,125.00,pass
TUR,Turfan,1,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
TUR,Turfan,1,subject,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
TUR,Turfan,1,subject,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
TUR,Turfan,1,subject,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
TUR,Turfan,1,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
TVC,Toluca Valley Formative,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
TVC,Toluca Valley Formative,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
TVC,Toluca Valley Formative,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
TVC,Toluca Valley Formative,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
TVC,Toluca Valley Formative,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
TVC,Toluca Valley Formative,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
UBR,Upper Brahmaputra Foothills,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
UBR,Upper Brahmaputra Foothills,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
UBR,Upper Brahmaputra Foothills,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
UBR,Upper Brahmaputra Foothills,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
UBR,Upper Brahmaputra Foothills,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
UBR,Upper Brahmaputra Foothills,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
UGR,Lower Irtysh Kulay Horizon,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
UGR,Lower Irtysh Kulay Horizon,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
UGR,Lower Irtysh Kulay Horizon,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
UGR,Lower Irtysh Kulay Horizon,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
UGR,Lower Irtysh Kulay Horizon,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
UGR,Lower Irtysh Kulay Horizon,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
UIR,Upper Irrawaddy Corridor Networks,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
UIR,Upper Irrawaddy Corridor Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
UIR,Upper Irrawaddy Corridor Networks,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
UIR,Upper Irrawaddy Corridor Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
UIR,Upper Irrawaddy Corridor Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
UIR,Upper Irrawaddy Corridor Networks,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
UJJ,Ujjayini Urban Polity,2,country,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,16,112.50,125.00,pass
UJJ,Ujjayini Urban Polity,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
UJJ,Ujjayini Urban Polity,2,country,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
UJJ,Ujjayini Urban Polity,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
UJJ,Ujjayini Urban Polity,2,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
UJJ,Ujjayini Urban Polity,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
ULA,Voluntii,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
ULA,Voluntii,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
ULA,Voluntii,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
ULA,Voluntii,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
ULA,Voluntii,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
ULA,Voluntii,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
UMK,Upper Mekong Upland Networks,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
UMK,Upper Mekong Upland Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
UMK,Upper Mekong Upland Networks,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
UMK,Upper Mekong Upland Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
UMK,Upper Mekong Upland Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
UMK,Upper Mekong Upland Networks,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
URW,Urewe Horizon,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
URW,Urewe Horizon,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
URW,Urewe Horizon,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
URW,Urewe Horizon,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
URW,Urewe Horizon,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
URW,Urewe Horizon,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
USD,Usdiae,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
USD,Usdiae,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
USD,Usdiae,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
USD,Usdiae,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
USD,Usdiae,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
USD,Usdiae,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
USH,Upper Salween-Shweli Networks,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
USH,Upper Salween-Shweli Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
USH,Upper Salween-Shweli Networks,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
USH,Upper Salween-Shweli Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
USH,Upper Salween-Shweli Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
USH,Upper Salween-Shweli Networks,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
UTC,Upper Utcubamba,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
UTC,Upper Utcubamba,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
UTC,Upper Utcubamba,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
UTC,Upper Utcubamba,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
UTC,Upper Utcubamba,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
UTC,Upper Utcubamba,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
UTV,Central Tsangpo Valley Network,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
UTV,Central Tsangpo Valley Network,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
UTV,Central Tsangpo Valley Network,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
UTV,Central Tsangpo Valley Network,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
UTV,Central Tsangpo Valley Network,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
UTV,Central Tsangpo Valley Network,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
UVD,Upper Volga Late Dyakovo Horizon,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
UVD,Upper Volga Late Dyakovo Horizon,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
UVD,Upper Volga Late Dyakovo Horizon,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
UVD,Upper Volga Late Dyakovo Horizon,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
UVD,Upper Volga Late Dyakovo Horizon,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
UVD,Upper Volga Late Dyakovo Horizon,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
UVF,Nizhny-Novgorod Gorodets,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
UVF,Nizhny-Novgorod Gorodets,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
UVF,Nizhny-Novgorod Gorodets,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
UVF,Nizhny-Novgorod Gorodets,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
UVF,Nizhny-Novgorod Gorodets,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
UVF,Nizhny-Novgorod Gorodets,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
VAC,Vacomagi,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
VAC,Vacomagi,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
VAC,Vacomagi,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
VAC,Vacomagi,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
VAC,Vacomagi,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
VAC,Vacomagi,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
VAN,Vandili,1,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
VAN,Vandili,1,country,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
VAN,Vandili,1,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
VAN,Vandili,1,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
VAN,Vandili,1,country,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
VAN,Vandili,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
VCN,Venicones,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
VCN,Venicones,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
VCN,Venicones,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
VCN,Venicones,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
VCN,Venicones,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
VCN,Venicones,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
VCS,Vicus,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
VCS,Vicus,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
VCS,Vicus,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
VCS,Vicus,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
VCS,Vicus,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
VCS,Vicus,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
VDJ,Videha Janapada,2,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
VDJ,Videha Janapada,2,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
VDJ,Videha Janapada,2,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
VDJ,Videha Janapada,2,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
VDJ,Videha Janapada,2,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
VDJ,Videha Janapada,2,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
VDS,Vedisa Urban Polity,2,country,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,16,112.50,125.00,pass
VDS,Vedisa Urban Polity,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
VDS,Vedisa Urban Polity,2,country,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
VDS,Vedisa Urban Polity,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
VDS,Vedisa Urban Polity,2,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
VDS,Vedisa Urban Polity,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
VEL,Velabri,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
VEL,Velabri,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
VEL,Velabri,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
VEL,Velabri,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
VEL,Velabri,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
VEL,Velabri,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
VEN,Venedi,1,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
VEN,Venedi,1,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
VEN,Venedi,1,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
VEN,Venedi,1,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
VEN,Venedi,1,sop,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
VEN,Venedi,1,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
VIC,Volta-Cong Interfluve,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
VIC,Volta-Cong Interfluve,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
VIC,Volta-Cong Interfluve,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
VIC,Volta-Cong Interfluve,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
VIC,Volta-Cong Interfluve,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
VIC,Volta-Cong Interfluve,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
VIR,Gallinazo,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
VIR,Gallinazo,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
VIR,Gallinazo,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
