tag,name,kind,region,government_resolution,reform,programme_profile,programme_count,setting_tied_count,aptitudes,modifier_family_count,programmes,status
KUL,Kulay Horizon,sop,Steppe,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
UGR,Lower Irtysh Kulay Horizon,sop,Finland,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_uralic_fur_bundle_accounts;antq_regprog_uralic_river_boat_relays;antq_regprog_uralic_winter_store_pits;antq_regprog_uralic_forest_grove_gifts,pass
HOK,Hokuriku Wa,sop,Japan,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
SHK,Shikoku Wa,sop,Japan,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
OHW,Northern Honshu,sop,Japan,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
RYS,Ryukyu Shell-Midden,sop,Japan,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
KYU,Northern Kyushu Wa,sop,Japan,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
IZM,Izumo Wa,sop,Japan,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
KBI,Kibi Wa,sop,Japan,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
TKW,Tokai Wa,sop,Japan,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
EHW,Eastern Honshu,sop,Japan,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
NOK,Late Nok Horizon,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
LCH,Lake Chad Basin,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
MNG,Middle Niger,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
WGD,Western Sahel,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
VLT,Volta Basin,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
SNG,Senegambian,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
AKF,Akan Forest,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
LNC,Lower Niger,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
GUR,Gur Iron-Age,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
MUP,Mande Upland,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
AIR,Air Massif,sop,West Africa,generated_sop_fallback,antq_advanced_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
GTL,Gutae,sop,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
SKN,Chaedini,sop,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
SNR,Dauciones,sop,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
NNR,Hilleviones,sop,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
TND,Tondai-Kanchi Polity,country,India,explicit_government_ledger,antq_tamilakam_velir_court,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
ATY,Atiyaman of Tagadur,country,India,explicit_government_ledger,antq_tamilakam_velir_court,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
UJJ,Ujjayini Urban Polity,country,India,explicit_government_ledger,antq_central_indian_urban_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
VDS,Vedisa Urban Polity,country,India,explicit_government_ledger,antq_central_indian_urban_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
CED,Chedi Janapada,country,India,explicit_government_ledger,antq_central_indian_janapada,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
NVM,Narmada-Vindhya Megalithic Networks,sop,India,explicit_government_ledger,antq_central_indian_megalithic_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
BGL,Son-Vindhya Iron-Age Networks,sop,India,explicit_government_ledger,antq_central_indian_megalithic_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
DKS,Dakshina Kosala,country,India,explicit_government_ledger,antq_upper_mahanadi_kingship,royal,11,4,adm;dip;mil,13,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
BSR,Bastar Megalithic Networks,sop,India,explicit_government_ledger,antq_central_indian_megalithic_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
MLD,Maldivian Atoll Networks,sop,India,explicit_government_ledger,antq_indian_ocean_atoll_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_indic_tank_sluice_turns;antq_regprog_indic_village_share_cords;antq_regprog_indic_monsoon_seed_jars;antq_regprog_indic_guild_weight_stones,pass
ARK,Arakan Littoral Networks,sop,Southeast Asia,explicit_government_ledger,antq_mainland_river_corridor_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
SHY,Sa Huynh Coastal Networks,sop,Southeast Asia,explicit_government_ledger,antq_sa_huynh_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
CHG,Central Vietnamese Highland Networks,sop,Southeast Asia,explicit_government_ledger,antq_mainland_highland_exchange_network,tribal,11,4,adm;dip;mil,15,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_nanyang_outrigger_cordage_stores;antq_regprog_nanyang_monsoon_bead_chests;antq_regprog_nanyang_reef_fish_weirs;antq_regprog_nanyang_ancestor_jar_watches,pass
KCN,Patkai-Upper Irrawaddy Highland Networks,sop,Southeast Asia,explicit_government_ledger,antq_mainland_highland_exchange_network,tribal,11,4,adm;dip;mil,13,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_highland_barley_threshing_floors;antq_regprog_highland_yak_salt_caravans;antq_regprog_highland_pass_cairn_watches;antq_regprog_highland_hearth_sanctuary_stores,pass
